age,gender,gender_other,race,hhsize,children,zipcode,education,employment,hhincome,evinhh,hhveh,vehpurch_yr,monthly_gas,carpurp,carpurp_other,yearly_longdist,gas_reliab,rent,parking,move,used,budget,vehclass,homecharge,lowreliab_1,lowreliab_2,lowreliab_3,lowreliab_4,lowreliab_5,control_1,control_2,control_3,control_4,control_5,highreliab_1,highreliab_2,highreliab_3,highreliab_4,highreliab_5,CE_ChoiceTask_1_1,CE_ChoiceTask_2_1,CE_ChoiceTask_3_1,CE_ChoiceTask_4_1,CE_ChoiceTask_5_1,CE_ChoiceTask_6_1,CE_ChoiceTask_7_1,CE_ChoiceTask_8_1,CE_ChoiceTask_9_1,CE_ChoiceTask_10_1,techanxiety1,slownessofadopt1,resisttoinnov1,techanxiety2,slownessofadopt2,resisttoinnov2,resisttoinnov3,slownessofadopt3,techanxiety3,techanxiety4,slownessofadopt4,psid,errorMessage,customLink2,customLink3,zipcode,zip_region,Attributes.VisitorId.N,number,treatment,survey_index,evprice_1,icevprice_1,evrange_1,icevrange_1,evopcost_1,icevopcost_1,evchargavail_1,evprice_2,icevprice_2,evrange_2,icevrange_2,evopcost_2,icevopcost_2,evchargavail_2,evprice_3,icevprice_3,evrange_3,icevrange_3,evopcost_3,icevopcost_3,evchargavail_3,evprice_4,icevprice_4,evrange_4,icevrange_4,evopcost_4,icevopcost_4,evchargavail_4,evprice_5,icevprice_5,evrange_5,icevrange_5,evopcost_5,icevopcost_5,evchargavail_5,evprice_6,icevprice_6,evrange_6,icevrange_6,evopcost_6,icevopcost_6,evchargavail_6,evprice_7,icevprice_7,evrange_7,icevrange_7,evopcost_7,icevopcost_7,evchargavail_7,evprice_8,icevprice_8,evrange_8,icevrange_8,evopcost_8,icevopcost_8,evchargavail_8,evprice_9,icevprice_9,evrange_9,icevrange_9,evopcost_9,icevopcost_9,evchargavail_9,evprice_10,icevprice_10,evrange_10,icevrange_10,evopcost_10,icevopcost_10,evchargavail_10,reliab_1,reliab_2,reliab_3,reliab_4,reliab_5
41,1,,White,1,0,02744,1,3,1,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2021,3-4 Times per Month,"Commuting to work,Running errands,Driving locally",,Never,4,3,On street,Not sure,1,8000,1,1,,,,,,85,4.0,5.0,4.0,5.0,,,,,,1,2,2,2,1,2,2,2,2,1,5,3,2,5,5,5,3,4,4,4,5,4k_AFcoRAY_Oet4NjkWvPw**,,,,02744,0,82,82,1,27,7200,6400,400,300,7.5,7.5,100,8000,8000,200,300,12.5,7.5,25,7200,7200,200,400,15,10,75,5600,8000,400,200,12.5,7.5,25,7200,8000,400,400,5,7.5,75,7200,8000,300,400,10,7.5,100,6400,7200,200,200,15,12.5,25,5600,8000,400,400,10,12.5,25,8000,7200,400,200,5,15,25,5600,6400,400,200,5,10,100,85,4.0,5.0,4.0,5.0
44,1,,White,4,2,63114,4,2,5,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2021,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Detached private garage,I do not plan to move out from my current home,0,35000,1,1,,,,,,89,5.0,5.0,5.0,5.0,,,,,,2,2,1,2,1,2,1,2,2,2,4,3,2,4,3,4,2,4,2,4,3,4k_AFcoRAY8NYQoxBGTY8A**,,,,63114,6,58,58,1,19,35000,24500,400,200,5,15,50,31500,24500,300,300,7.5,5,100,31500,28000,300,200,10,15,50,35000,31500,300,400,12.5,15,10,35000,35000,300,300,5,15,50,24500,24500,200,200,5,10,10,28000,28000,300,200,12.5,12.5,75,31500,28000,200,300,12.5,12.5,75,35000,24500,300,300,12.5,5,75,31500,24500,300,300,10,10,25,89,5.0,5.0,5.0,5.0
43,1,,White,3,2,34470,4,6,5,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2010,1-2 Times per Month,Driving locally,,Less than Once per Year,6,1,Driveway or carport,Less than 2 years,1,25000,2,0,65,2.0,6.0,4.0,6.0,,,,,,,,,,,2,1,2,2,2,1,2,1,2,1,5,4,4,5,5,2,3,5,3,5,5,4k_AFcoRAY-PfvtmLuPXDw**,,,,34470,3,120,120,0,40,22500,22500,300,400,5,15,50,17500,20000,200,300,7.5,5,10,17500,22500,300,200,15,10,10,17500,20000,300,300,5,5,100,22500,17500,300,200,12.5,7.5,75,20000,17500,400,200,5,15,75,25000,22500,300,200,15,5,10,17500,22500,400,400,12.5,7.5,75,17500,22500,300,300,15,7.5,10,22500,20000,300,400,7.5,15,75,65,2.0,6.0,4.0,6.0
66,1,,White,1,0,55401,3,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2020,1-2 Times per Month,"Running errands,Driving locally",,Less than Once per Year,6,0,Assigned parking space in a shared lot or garage,Not sure,0,35000,1,0,0,1.0,1.0,1.0,1.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,3,1,2,4,3,3,3,3,3,4,2,4k_AFcoRAY9-sSFtrFFeFQ**,,,,55401,5,57,57,0,19,35000,24500,400,200,5,15,50,31500,24500,300,300,7.5,5,100,31500,28000,300,200,10,15,50,35000,31500,300,400,12.5,15,10,35000,35000,300,300,5,15,50,24500,24500,200,200,5,10,10,28000,28000,300,200,12.5,12.5,75,31500,28000,200,300,12.5,12.5,75,35000,24500,300,300,12.5,5,75,31500,24500,300,300,10,10,25,0,1.0,1.0,1.0,1.0
37,2,,White,2,0,43224,4,2,3,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2022,More than 4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,1,On street,In the next 2-5 years,1,15000,2,0,73,4.0,4.0,3.0,4.0,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,4,2,4,4,3,3,4,2,3,4,4k_AFcoRAY-d5LxviZLiNw**,,,,43224,4,102,102,0,34,12000,15000,300,400,7.5,15,100,12000,13500,300,200,5,10,25,12000,15000,400,300,10,5,50,13500,15000,300,200,12.5,10,10,12000,13500,200,300,10,7.5,10,12000,10500,200,300,15,5,10,12000,10500,400,200,7.5,12.5,75,10500,12000,300,200,12.5,10,25,10500,12000,200,200,10,10,75,12000,13500,300,300,5,15,25,73,4.0,4.0,3.0,4.0
76,1,,White,2,0,23233,2,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2015,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Less than Once per Year,5,0,Detached private garage,I do not plan to move out from my current home,1,30000,1,1,0,1.0,1.0,1.0,1.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4k_AFcoRAY8pFioKv9IpDA**,,,,23233,2,90,90,0,30,21000,24000,200,200,10,12.5,25,24000,30000,300,300,15,15,100,24000,24000,300,300,15,12.5,75,30000,27000,200,200,7.5,7.5,75,24000,24000,200,200,12.5,12.5,50,30000,21000,300,400,10,7.5,100,24000,21000,200,300,10,7.5,10,24000,30000,200,400,12.5,5,25,21000,24000,400,400,10,15,10,27000,21000,300,200,5,7.5,10,0,1.0,1.0,1.0,1.0
46,2,,White,2,0,84606,6,2,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2013,1-2 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,1,Assigned parking space in a shared lot or garage,In the next 2-5 years,0,50000,2,0,,,,,,,,,,,95,6.0,6.0,6.0,6.0,1,1,1,1,1,1,1,1,1,1,5,4,2,4,5,4,4,5,4,4,4,4k_AFcoRAY_SYYdBrb-U_w**,,,,84606,8,116,116,2,38,50000,45000,300,300,15,12.5,25,45000,50000,400,400,15,7.5,25,50000,40000,200,200,15,7.5,75,35000,50000,300,200,12.5,12.5,10,40000,45000,400,300,12.5,12.5,25,35000,35000,300,400,7.5,12.5,10,35000,50000,300,300,12.5,12.5,100,50000,40000,400,300,7.5,5,100,40000,45000,200,400,15,10,25,50000,50000,300,200,12.5,12.5,25,95,6.0,6.0,6.0,6.0
68,1,,White,1,0,11783,2,7,2,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2009,1-2 Times per Month,"Running errands,Driving locally",,Less than Once per Year,4,0,Attached private garage,I do not plan to move out from my current home,0,35000,1,1,,,,,,29,2.0,2.0,3.0,3.0,,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,3,2,4k_AFcoRAY9u40l634HoWg**,,,,11783,1,118,118,1,39,31500,35000,400,200,7.5,12.5,10,31500,35000,200,400,5,7.5,100,28000,28000,200,300,10,12.5,25,24500,28000,200,300,15,15,50,28000,24500,200,400,12.5,10,10,31500,35000,200,300,5,7.5,75,24500,24500,200,400,7.5,12.5,100,31500,31500,300,200,7.5,5,75,24500,24500,200,200,7.5,5,75,31500,28000,300,200,5,5,10,29,2.0,2.0,3.0,3.0
59,2,,White,1,0,85024,2,7,13,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2010,Less than Once per Month,"Running errands,Driving locally",,Less than Once per Year,5,0,Attached private garage,In more than 5 years,0,30000,1,1,0,1.0,1.0,1.0,1.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,4,2,2,2,4,3,4k_AFcoRAY-ZJQpG7cKpGg**,,,,85024,8,93,93,0,31,27000,30000,200,200,5,5,50,24000,24000,400,300,10,5,50,30000,24000,300,300,7.5,12.5,25,27000,27000,200,300,12.5,5,50,24000,24000,200,400,15,15,10,21000,27000,300,400,12.5,12.5,100,30000,27000,300,300,10,15,100,30000,21000,300,200,5,10,10,27000,21000,200,300,5,12.5,10,24000,30000,300,300,15,5,100,0,1.0,1.0,1.0,1.0
80,1,,White,2,0,07751,2,7,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2010,3-4 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Attached private garage,In more than 5 years,0,40000,4,1,,,,,,,,,,,100,6.0,6.0,5.0,5.0,1,2,1,1,2,2,1,2,1,1,4,2,1,4,4,3,5,5,3,4,3,4k_AFcoRAY9Lp3cTQnuGDg**,,,,07751,0,56,56,2,18,28000,36000,200,200,7.5,15,75,28000,28000,300,400,15,10,50,36000,36000,300,300,5,15,50,36000,28000,400,400,10,15,75,32000,32000,200,200,7.5,15,10,28000,32000,400,400,10,5,10,40000,36000,400,200,10,10,10,40000,36000,400,200,12.5,5,75,40000,36000,400,400,7.5,12.5,75,32000,32000,300,200,12.5,10,50,100,6.0,6.0,5.0,5.0
50,1,,Asian,3,0,33604,2,2,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2023,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,More than Once per Month,4,1,Driveway or carport,Less than 2 years,1,8500,1,1,,,,,,,,,,,30,3.0,4.0,3.0,3.0,2,1,1,2,1,2,2,1,1,2,4,3,1,4,4,3,2,4,2,2,4,4k_AFcoRAY8ubV57MpiJ0w**,,,,33604,3,110,110,2,36,5950,6800,400,400,7.5,7.5,50,6800,7650,300,200,10,7.5,25,5950,5950,300,200,5,10,100,7650,8500,300,300,10,10,50,7650,8500,300,300,15,12.5,100,5950,6800,300,300,15,10,100,8500,8500,200,200,10,10,10,5950,8500,300,200,7.5,12.5,10,5950,6800,200,200,15,15,100,8500,5950,300,400,10,15,75,30,3.0,4.0,3.0,3.0
68,2,,White,2,0,32713,4,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2019,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Attached private garage,In more than 5 years,0,35000,1,1,,,,,,86,5.0,4.0,5.0,4.0,,,,,,1,2,1,1,1,2,1,2,1,1,4,3,2,4,3,4,4,4,3,4,4,4k_AFcoRAY-24kz2xY01oA**,,,,32713,3,43,43,1,14,35000,24500,400,300,5,7.5,50,24500,28000,400,400,15,7.5,75,35000,31500,300,400,10,12.5,10,31500,35000,300,300,7.5,10,75,24500,35000,300,400,15,15,75,35000,28000,200,200,15,10,50,31500,31500,300,400,12.5,12.5,25,31500,31500,200,400,7.5,5,25,24500,24500,400,400,10,7.5,10,28000,24500,300,300,7.5,10,10,86,5.0,4.0,5.0,4.0
76,1,,White,2,0,65203,3,7,9,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2024,3-4 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,6,0,Attached private garage,I do not plan to move out from my current home,0,40000,2,1,,,,,,28,3.0,2.0,2.0,1.0,,,,,,2,2,2,2,2,2,2,2,2,2,4,3,2,5,4,2,4,4,4,4,3,4k_AFcoRAY_CK3nsY0mbOA**,,,,65203,6,109,109,1,36,28000,32000,400,400,7.5,7.5,50,32000,36000,300,200,10,7.5,25,28000,28000,300,200,5,10,100,36000,40000,300,300,10,10,50,36000,40000,300,300,15,12.5,100,28000,32000,300,300,15,10,100,40000,40000,200,200,10,10,10,28000,40000,300,200,7.5,12.5,10,28000,32000,200,200,15,15,100,40000,28000,300,400,10,15,75,28,3.0,2.0,2.0,1.0
63,2,,"White,Hispanic or Latino",1,0,94553,1,2,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2020,3-4 Times per Month,"Commuting to work,Running errands",,Once per Month,4,1,On street,Not sure,0,35000,1,0,,,,,,100,3.0,3.0,3.0,3.0,,,,,,2,1,1,1,2,2,2,1,2,2,3,2,2,3,2,3,2,2,2,2,3,4k_AFcoRAY8nhRKd1BDuDw**,,,,94553,9,124,124,1,41,28000,24500,200,200,15,12.5,25,28000,28000,400,300,7.5,10,100,24500,31500,300,400,7.5,12.5,25,28000,24500,300,400,7.5,10,100,31500,24500,400,200,7.5,7.5,50,28000,28000,300,400,12.5,7.5,50,35000,35000,400,300,5,10,50,31500,31500,200,200,12.5,7.5,50,24500,31500,400,200,5,5,10,35000,24500,200,300,10,15,50,100,3.0,3.0,3.0,3.0
68,1,,Asian,1,0,78751,4,7,3,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2022,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,4,1,Unassigned parking space in a shared lot or garage,Not sure,1,30000,1,0,34,4.0,4.0,4.0,4.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,3,3,2,3,2,3,4k_AFcoRAY_3zlXz2XV_QA**,,,,78751,7,75,75,0,25,27000,27000,400,200,15,7.5,25,27000,27000,300,300,5,15,10,27000,27000,200,400,7.5,7.5,25,27000,21000,400,300,10,12.5,100,24000,21000,200,300,15,7.5,50,27000,27000,200,200,12.5,5,100,27000,27000,300,200,10,15,50,21000,27000,400,400,12.5,5,25,24000,30000,400,300,12.5,12.5,100,21000,21000,300,200,5,15,10,34,4.0,4.0,4.0,4.0
73,1,,White,2,0,75035,2,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2013,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Attached private garage,In more than 5 years,1,32000,2,1,,,,,,69,4.0,4.0,4.0,4.0,,,,,,2,1,1,2,2,1,1,1,2,1,3,2,2,2,2,3,4,2,2,3,2,4k_AFcoRAY9owPYEnvTS8Q**,,,,75035,7,64,64,1,21,25600,22400,300,200,5,7.5,10,32000,22400,200,200,5,5,50,25600,25600,200,200,5,10,25,28800,28800,300,400,5,5,25,25600,25600,200,200,10,12.5,25,28800,32000,400,400,5,10,25,28800,32000,300,300,15,15,50,22400,25600,300,300,5,15,50,25600,25600,400,400,7.5,10,10,25600,22400,400,300,10,12.5,50,69,4.0,4.0,4.0,4.0
61,2,,White,3,0,10598,2,4,10,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",3,2019,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Less than Once per Year,5,0,Driveway or carport,In the next 2-5 years,0,28000,1,1,,,,,,,,,,,100,6.0,5.0,5.0,5.0,1,2,2,1,1,1,2,1,2,2,4,1,1,4,3,4,4,4,4,4,3,4k_AFcoRAY_1IdfGJndxCw**,,,,10598,1,74,74,2,24,19600,28000,200,200,10,5,50,19600,25200,200,400,10,12.5,10,25200,22400,400,300,12.5,12.5,10,22400,28000,400,300,5,15,75,25200,22400,300,200,10,12.5,100,22400,28000,200,400,10,5,75,28000,22400,200,400,7.5,12.5,25,28000,22400,400,200,5,7.5,75,28000,22400,300,400,10,10,50,25200,28000,200,200,10,10,25,100,6.0,5.0,5.0,5.0
73,2,,White,1,0,12533,8,7,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2017,3-4 Times per Month,"Running errands,Extended road trips",,Once per Month,4,1,Driveway or carport,In the next 2-5 years,0,30000,2,0,,,,,,,,,,,63,3.0,3.0,4.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4k_AFcoRAY_lVMXtblT5Og**,,,,12533,1,101,101,2,33,30000,27000,300,200,7.5,12.5,10,24000,30000,400,200,12.5,5,10,30000,27000,400,400,10,15,25,21000,30000,200,400,10,12.5,100,21000,21000,400,400,7.5,15,25,30000,24000,300,200,10,7.5,75,21000,21000,400,200,5,5,100,27000,27000,200,300,10,5,50,30000,30000,200,300,10,7.5,100,21000,30000,200,400,10,7.5,25,63,3.0,3.0,4.0,2.0
77,1,,White,2,0,32162,2,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2018,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,4,0,Attached private garage,Less than 2 years,1,20000,2,1,,,,,,35,3.0,3.0,2.0,3.0,,,,,,1,1,1,1,1,1,1,1,1,1,4,2,2,2,4,2,2,2,2,2,2,4k_AFcoRAY_FnWRlkgiqWQ**,,,,32162,3,136,136,1,45,16000,18000,300,200,15,15,10,14000,14000,200,300,5,7.5,50,20000,14000,200,400,5,10,10,18000,14000,300,200,5,5,25,20000,16000,200,400,12.5,12.5,50,14000,18000,200,300,10,15,100,20000,14000,300,200,12.5,12.5,75,20000,14000,400,300,15,7.5,75,20000,16000,200,200,10,15,10,14000,18000,300,300,7.5,12.5,25,35,3.0,3.0,2.0,3.0
69,2,,White,2,0,70452,8,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2024,1-2 Times per Month,Driving locally,,Multiple Times per Year,4,0,Driveway or carport,I do not plan to move out from my current home,0,35000,2,1,7,1.0,1.0,1.0,1.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY_Kjxh9ZD95WA**,,,,70452,7,99,99,0,33,35000,31500,300,200,7.5,12.5,10,28000,35000,400,200,12.5,5,10,35000,31500,400,400,10,15,25,24500,35000,200,400,10,12.5,100,24500,24500,400,400,7.5,15,25,35000,28000,300,200,10,7.5,75,24500,24500,400,200,5,5,100,31500,31500,200,300,10,5,50,35000,35000,200,300,10,7.5,100,24500,35000,200,400,10,7.5,25,7,1.0,1.0,1.0,1.0
68,2,,White,2,0,49286,4,7,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2021,3-4 Times per Month,"Running errands,Driving locally,Extended road trips",,Once per Month,3,0,Attached private garage,I do not plan to move out from my current home,0,35000,3,1,,,,,,25,2.0,3.0,2.0,2.0,,,,,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,4,4,2,2,1,4k_AFcoRAY-vixHhlhqXWg**,,,,49286,4,133,133,1,44,31500,35000,300,300,5,10,25,24500,35000,400,200,5,15,25,31500,28000,300,400,12.5,15,50,28000,31500,200,200,10,7.5,25,31500,28000,400,300,15,5,75,35000,28000,300,200,12.5,7.5,50,24500,24500,200,300,7.5,15,75,35000,31500,300,400,15,15,10,24500,24500,300,400,15,5,50,35000,24500,300,400,7.5,10,25,25,2.0,3.0,2.0,2.0
80,1,,White,2,0,30067,2,7,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2017,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Attached private garage,In more than 5 years,0,65000,2,1,,,,,,35,4.0,3.0,4.0,2.0,,,,,,2,2,2,2,2,2,2,2,2,2,4,2,2,5,4,4,4,4,3,5,2,4k_AFcoRAY-tUKpB2WnKYg**,,,,30067,3,94,94,1,31,58500,65000,200,200,5,5,50,52000,52000,400,300,10,5,50,65000,52000,300,300,7.5,12.5,25,58500,58500,200,300,12.5,5,50,52000,52000,200,400,15,15,10,45500,58500,300,400,12.5,12.5,100,65000,58500,300,300,10,15,100,65000,45500,300,200,5,10,10,58500,45500,200,300,5,12.5,10,52000,65000,300,300,15,5,100,35,4.0,3.0,4.0,2.0
64,2,,White,2,0,80109,2,2,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2020,3-4 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Attached private garage,I do not plan to move out from my current home,0,40000,2,1,,,,,,71,5.0,5.0,5.0,5.0,,,,,,2,1,2,2,2,2,2,2,2,2,4,3,2,4,4,4,4,4,3,2,3,4k_AFcoRAY_ylA6HqP8Xaw**,,,,80109,8,91,91,1,30,28000,32000,200,200,10,12.5,25,32000,40000,300,300,15,15,100,32000,32000,300,300,15,12.5,75,40000,36000,200,200,7.5,7.5,75,32000,32000,200,200,12.5,12.5,50,40000,28000,300,400,10,7.5,100,32000,28000,200,300,10,7.5,10,32000,40000,200,400,12.5,5,25,28000,32000,400,400,10,15,10,36000,28000,300,200,5,7.5,10,71,5.0,5.0,5.0,5.0
52,2,,Black or African American,2,1,30088,2,2,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2018,1-2 Times per Month,Driving locally,,Once per Month,5,0,Detached private garage,I do not plan to move out from my current home,0,40000,1,1,,,,,,,,,,,54,5.0,5.0,5.0,4.0,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,2,2,3,3,3,3,4k_AFcoRAY_8NNRnXQ2Wpw**,,,,30088,3,140,140,2,46,40000,32000,200,300,10,7.5,25,40000,32000,300,200,5,15,100,36000,28000,300,400,12.5,5,75,36000,36000,400,400,15,12.5,50,28000,40000,300,200,10,10,75,28000,36000,300,400,5,7.5,50,32000,40000,200,300,15,5,100,28000,28000,300,400,5,12.5,100,36000,32000,200,400,7.5,7.5,50,40000,28000,200,300,15,5,75,54,5.0,5.0,5.0,4.0
72,2,,White,1,0,15317,2,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2023,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,4,0,Attached private garage,I do not plan to move out from my current home,1,35000,2,1,,,,,,35,3.0,4.0,4.0,4.0,,,,,,2,2,1,1,2,2,1,1,1,2,4,3,2,4,4,4,4,4,2,4,3,4k_AFcoRAY8ICLHOziofjg**,,,,15317,1,61,61,1,20,31500,35000,400,400,10,10,10,31500,24500,300,400,10,10,10,24500,28000,300,200,7.5,10,10,35000,35000,400,400,5,15,10,35000,35000,400,200,7.5,5,50,24500,28000,400,400,7.5,5,25,31500,35000,300,200,12.5,12.5,100,24500,35000,200,200,5,15,100,24500,31500,300,400,7.5,15,50,35000,24500,200,400,15,5,10,35,3.0,4.0,4.0,4.0
81,2,,White,2,0,90403,1,2,13,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2021,More than 4 Times per Month,"Running errands,Driving locally,Extended road trips",,More than Once per Month,5,1,Attached private garage,I do not plan to move out from my current home,0,20000,1,1,0,1.0,2.0,4.0,4.0,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,3,4,1,3,1,1,4k_AFcoRAY-1WF-u62u5VQ**,,,,90403,9,135,135,0,45,16000,18000,300,200,15,15,10,14000,14000,200,300,5,7.5,50,20000,14000,200,400,5,10,10,18000,14000,300,200,5,5,25,20000,16000,200,400,12.5,12.5,50,14000,18000,200,300,10,15,100,20000,14000,300,200,12.5,12.5,75,20000,14000,400,300,15,7.5,75,20000,16000,200,200,10,15,10,14000,18000,300,300,7.5,12.5,25,0,1.0,2.0,4.0,4.0
63,2,,White,2,0,89178,1,7,5,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2004,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,6,0,Attached private garage,I do not plan to move out from my current home,0,25000,3,1,,,,,,83,3.0,3.0,3.0,2.0,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,3,2,2,3,1,4k_AFcoRAY9cjLaD2BLR-w**,,,,89178,8,106,106,1,35,17500,20000,300,300,5,10,100,17500,22500,300,200,12.5,5,100,20000,20000,400,300,10,7.5,25,25000,20000,400,200,10,12.5,10,17500,20000,300,300,10,5,25,25000,22500,300,300,15,7.5,50,17500,17500,200,200,12.5,7.5,75,17500,25000,200,200,15,12.5,10,17500,25000,200,400,15,12.5,50,22500,22500,300,300,10,7.5,10,83,3.0,3.0,3.0,2.0
52,1,,White,2,0,32193,8,6,5,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2022,1-2 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Once per Month,5,1,Driveway or carport,In the next 2-5 years,1,15000,1,1,,,,,,,,,,,79,4.0,3.0,3.0,3.0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,2,1,2,3,2,4k_AFcoRAY8qr2v5MV71qQ**,,,,32193,3,95,95,2,31,13500,15000,200,200,5,5,50,12000,12000,400,300,10,5,50,15000,12000,300,300,7.5,12.5,25,13500,13500,200,300,12.5,5,50,12000,12000,200,400,15,15,10,10500,13500,300,400,12.5,12.5,100,15000,13500,300,300,10,15,100,15000,10500,300,200,5,10,10,13500,10500,200,300,5,12.5,10,12000,15000,300,300,15,5,100,79,4.0,3.0,3.0,3.0
30,2,,"White,Black or African American",1,0,55719,8,8,2,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2022,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Once per Month,6,1,Driveway or carport,Less than 2 years,1,15000,2,1,,,,,,65,4.0,4.0,4.0,4.0,,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,5,2,3,5,3,2,2,4k_AFcoRAY9hewivk8saKQ**,,,,55719,5,103,103,1,34,12000,15000,300,400,7.5,15,100,12000,13500,300,200,5,10,25,12000,15000,400,300,10,5,50,13500,15000,300,200,12.5,10,10,12000,13500,200,300,10,7.5,10,12000,10500,200,300,15,5,10,12000,10500,400,200,7.5,12.5,75,10500,12000,300,200,12.5,10,25,10500,12000,200,200,10,10,75,12000,13500,300,300,5,15,25,65,4.0,4.0,4.0,4.0
53,2,,White,1,0,03045,4,2,5,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2013,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,4,1,Assigned parking space in a shared lot or garage,Less than 2 years,0,39000,2,0,,,,,,57,3.0,3.0,3.0,3.0,,,,,,2,2,2,2,2,2,2,2,2,2,3,2,3,3,5,4,2,4,2,3,3,4k_AFcoRAY8vzcnmzvHktQ**,,,,03045,0,97,97,1,32,27300,39000,200,300,15,12.5,75,39000,39000,200,200,15,7.5,10,39000,35100,200,400,7.5,12.5,50,31200,35100,300,400,15,5,100,35100,39000,200,200,15,7.5,100,31200,27300,200,200,12.5,10,25,39000,27300,400,400,10,12.5,10,35100,35100,200,200,12.5,10,75,27300,31200,300,300,15,7.5,25,39000,39000,200,200,15,15,25,57,3.0,3.0,3.0,3.0
